

OSG efficiency summary by Site & VO for  2017-04-01 - 2017-05-01 (midnight UTC - midnight UTC)
including all jobs that finished in that time period.
Wall Duration (Wall) is expressed in hours and rounded to the nearest hour. Wall
Duration is the duration between the instant the job started running
and the instant the job ended its execution.
Deltas are the differences with the previous period.
For all jobs finished between 2017-04-01 and 2017-05-01 (midnight UTC)
---------------------------------------------------------------------------------------------------------------------------------------------------------
  #   | Site                   | VO              |     Cores |     Njobs |     Delta |      Wall |      Delta | CpuToWall | Delta | %Effi | Delta
---------------------------------------------------------------------------------------------------------------------------------------------------------
321. 	MWT2 	microboone 	8 	1,480 	1,237 	515.9 	438 	0.03 	0.00 	0 	0
322. 	MWT2 	nova 	1 	20,480 	-2,181 	7,416.9 	-721 	0.02 	0.00 	2 	0
323. 	MWT2 	nova 	8 	1,538 	-1,191 	715.8 	-339 	1.48 	0.90 	19 	12
324. 	MWT2 	osg 	1 	122,117 	-4,668 	208,656.1 	-36,604 	0.75 	-0.10 	75 	-10
325. 	MWT2 	osg 	8 	5,317 	-1,069 	14,258.7 	-8,644 	3.97 	-0.23 	50 	-2
326. 	MWT2_CE_IU 	atlas 	1 	332,035 	-75,367 	1,100,189.8 	-53,174 	0.93 	0.03 	93 	3
327. 	MWT2_CE_IU 	atlas 	8 	123,536 	-14,593 	126,808.0 	-55,447 	4.79 	-1.48 	60 	-18
328. 	MWT2_CE_IU 	ciconnect (nr) 	8 	7,742 	-372 	7,174.5 	-9,102 	1.77 	-0.90 	22 	-11
329. 	MWT2_CE_IU 	cms 	1 	12,883 	-3,243 	141.9 	-74 	0.26 	0.04 	26 	4
330. 	MWT2_CE_IU 	cms 	8 	273 	13 	217.2 	56 	2.92 	1.26 	36 	15
331. 	MWT2_CE_IU 	fermilab 	1 	10,030 	-1,080 	3,595.7 	-388 	0.02 	0.00 	2 	0
332. 	MWT2_CE_IU 	fermilab 	8 	1,022 	-1,192 	390.5 	-595 	0.48 	-0.94 	6 	-12
333. 	MWT2_CE_IU 	glow 	1 	7,314 	1,483 	9,417.3 	-11,576 	0.67 	-0.15 	67 	-15
334. 	MWT2_CE_IU 	glow 	8 	804 	-1,326 	2,455.6 	-2,120 	2.21 	-1.09 	28 	-13
335. 	MWT2_CE_IU 	hcc 	1 	6,008 	-3,506 	4,800.7 	-4,826 	0.4 	0.09 	40 	9
336. 	MWT2_CE_IU 	hcc 	8 	910 	-516 	802.0 	-657 	3.28 	0.55 	41 	7
337. 	MWT2_CE_IU 	microboone 	1 	2,952 	2,563 	1,025.6 	892 	0.02 	0.00 	2 	0
338. 	MWT2_CE_IU 	microboone 	8 	604 	515 	198.9 	170 	0.03 	0.00 	0 	0
339. 	MWT2_CE_IU 	nova 	1 	7,132 	-1,104 	2,552.1 	-385 	0.02 	0.00 	2 	0
340. 	MWT2_CE_IU 	nova 	8 	747 	-96 	292.3 	-201 	0.74 	-2.34 	9 	-30
341. 	MWT2_CE_IU 	osg 	1 	31,347 	7,031 	51,294.7 	5,057 	0.73 	-0.10 	73 	-10
342. 	MWT2_CE_IU 	osg 	8 	2,342 	37 	5,565.0 	-2,848 	3.99 	-0.17 	50 	-2
343. 	MWT2_CE_UC 	atlas 	1 	545,841 	-44,627 	2,231,596.1 	258,048 	0.94 	0.06 	94 	6
344. 	MWT2_CE_UC 	atlas 	8 	157,643 	-6,363 	261,364.3 	-66,915 	5.1 	-1.53 	64 	-19
345. 	MWT2_CE_UC 	ciconnect (nr) 	8 	8,955 	-1,820 	10,750.6 	-26,828 	2.13 	-0.59 	27 	-7
346. 	MWT2_CE_UC 	cms 	1 	13,460 	-2,686 	156.0 	-64 	0.27 	0.05 	27 	5
347. 	MWT2_CE_UC 	cms 	8 	269 	-5 	193.3 	31 	2.74 	1.37 	34 	17
348. 	MWT2_CE_UC 	fermilab 	1 	9,961 	-1,152 	3,613.4 	-400 	0.03 	0.01 	3 	1
349. 	MWT2_CE_UC 	fermilab 	8 	817 	-1,296 	306.5 	-503 	0.58 	0.17 	7 	2
350. 	MWT2_CE_UC 	glow 	1 	6,574 	-1,576 	8,558.2 	-18,345 	0.68 	-0.10 	68 	-10
351. 	MWT2_CE_UC 	glow 	8 	927 	-170 	2,729.0 	122 	2.42 	-0.38 	30 	-5
352. 	MWT2_CE_UC 	hcc 	1 	4,795 	-7,252 	5,009.5 	-1,761 	0.28 	0.12 	28 	12
353. 	MWT2_CE_UC 	hcc 	8 	913 	-1,056 	846.4 	-1,012 	2.87 	0.34 	36 	4
354. 	MWT2_CE_UC 	microboone 	1 	3,371 	2,918 	1,217.3 	1,057 	0.02 	0.00 	2 	0
355. 	MWT2_CE_UC 	microboone 	8 	540 	463 	176.2 	157 	0.03 	0.00 	0 	0
356. 	MWT2_CE_UC 	nova 	1 	7,286 	-2,546 	2,605.8 	-942 	0.02 	0.00 	2 	0
357. 	MWT2_CE_UC 	nova 	8 	605 	-794 	241.6 	-367 	0.96 	-0.56 	12 	-7
358. 	MWT2_CE_UC 	osg 	1 	33,172 	-1,199 	51,851.4 	-13,136 	0.73 	-0.11 	73 	-11
359. 	MWT2_CE_UC 	osg 	8 	2,470 	187 	5,935.4 	-2,175 	4.2 	0.02 	53 	1
360. 	MWT2_CE_UIUC 	atlas 	1 	420,974 	-103,082 	1,617,408.5 	-74,687 	0.92 	0.05 	92 	5
361. 	MWT2_CE_UIUC 	atlas 	8 	129,471 	-13,375 	156,665.4 	-78,157 	5.21 	-1.39 	65 	-18
362. 	MWT2_CE_UIUC 	ciconnect (nr) 	8 	0 	-554 	0 	-838 	0.0 	-2.07 	0 	-26
363. 	MWT2_CE_UIUC 	cms 	1 	13,392 	-3,180 	167.3 	-62 	0.26 	0.05 	26 	5
364. 	MWT2_CE_UIUC 	cms 	8 	235 	-50 	172.9 	-13 	2.27 	0.16 	28 	2
365. 	MWT2_CE_UIUC 	fermilab 	1 	13,072 	-951 	4,803.1 	-264 	0.03 	0.01 	3 	1
366. 	MWT2_CE_UIUC 	fermilab 	8 	1,108 	-1,320 	459.6 	-554 	0.91 	-0.22 	11 	-3
367. 	MWT2_CE_UIUC 	glow 	1 	9,904 	2,783 	11,928.3 	-12,363 	0.67 	-0.15 	67 	-15
368. 	MWT2_CE_UIUC 	glow 	8 	785 	-843 	2,267.5 	-1,160 	2.12 	-0.88 	27 	-11
369. 	MWT2_CE_UIUC 	hcc 	1 	9,498 	-6,193 	8,899.3 	-5,145 	0.49 	0.23 	49 	23
370. 	MWT2_CE_UIUC 	hcc 	8 	1,338 	-854 	1,323.0 	-557 	4.18 	1.63 	52 	20
371. 	MWT2_CE_UIUC 	microboone 	1 	3,491 	3,047 	1,295.4 	1,136 	0.03 	0.01 	3 	1
372. 	MWT2_CE_UIUC 	microboone 	8 	497 	420 	162.7 	138 	0.03 	0.01 	0 	0
373. 	MWT2_CE_UIUC 	nova 	1 	10,099 	-3,866 	3,659.8 	-1,394 	0.03 	0.00 	3 	0
374. 	MWT2_CE_UIUC 	nova 	8 	897 	-1,164 	545.2 	-352 	0.96 	-0.53 	12 	-7
375. 	MWT2_CE_UIUC 	osg 	1 	47,239 	5,104 	76,948.1 	610 	0.73 	-0.12 	73 	-12
376. 	MWT2_CE_UIUC 	osg 	8 	2,814 	-34 	7,152.2 	-2,648 	4.01 	0.05 	50 	0
377. 	NERSC-PDSF 	alice 	1 	166,843 	248 	942,160.3 	-59,129 	0.72 	0.00 	72 	0
378. 	NERSC-PDSF 	star 	1 	4 	4 	0 	0 	0.16 	0.16 	16 	16
379. 	NET2 	atlas 	1 	171,262 	-279,649 	1,049,066.9 	-208,167 	0.97 	0.12 	97 	12
380. 	NET2 	atlas 	8 	158,996 	31,233 	403,499.6 	-180,854 	4.81 	-1.37 	60 	-17
381. 	NET2 	osg 	1 	0 	-37,622 	0 	-50,335 	0.0 	-0.67 	0 	-67
382. 	NET2_HU 	atlas 	2 	100,826 	-116,117 	214,835.1 	-102,671 	0.85 	0.11 	43 	6
383. 	NET2_HU 	atlas 	8 	50,446 	-14,289 	89,942.9 	-21,783 	2.12 	-2.33 	27 	-29
384. 	NUMEP_CE 	glow 	1 	222 	-2,881 	2,493.7 	-18,195 	0.74 	-0.07 	74 	-7
385. 	NUMEP_CE 	gluex 	1 	0 	-22 	0 	-6 	0.0 	0.00 	0 	0
386. 	NUMEP_CE 	hcc 	1 	68 	-3,240 	1,032.4 	-14,427 	0.52 	0.23 	52 	23
387. 	NUMEP_CE 	ilc 	1 	16 	-1,530 	3.0 	-1,326 	0.11 	-0.71 	11 	-71
388. 	NUMEP_CE 	osg 	1 	280 	-1,425 	4,890.0 	-17,846 	0.86 	0.03 	86 	3
389. 	NUMEP_CE 	sbgrid 	1 	0 	-589 	0 	-3,208 	0.0 	-0.89 	0 	-89
390. 	Nebraska 	cms 	1 	12,188 	-5,334 	328.2 	-172 	0.01 	0.01 	1 	1
391. 	Nebraska 	cms 	7 	1 	1 	0.1 	0 	0.0 	0.00 	0 	0
392. 	Nebraska 	cms 	8 	99,726 	72,880 	116,704.9 	-44,897 	0.11 	-0.03 	1 	-1
393. 	Nebraska 	cms 	56 	298 	-435 	3,010.1 	-3,794 	2.35 	1.96 	4 	3
394. 	Nebraska 	fermilab 	1 	0 	-1 	0 	0 	0.0 	0.00 	0 	0
395. 	Nebraska 	fermilab 	8 	586 	-431 	812.0 	-230 	0.17 	0.11 	2 	1
396. 	Nebraska 	glow 	8 	567 	-1,670 	14,220.5 	-963 	0.07 	-0.18 	1 	-2
397. 	Nebraska 	hcc 	8 	3,248 	759 	4,368.4 	-1,411 	0.14 	0.14 	2 	2
398. 	Nebraska 	microboone 	1 	0 	-1 	0 	0 	0.0 	0.00 	0 	0
399. 	Nebraska 	microboone 	8 	375 	227 	142.7 	83 	0.0 	0.00 	0 	0
400. 	Nebraska 	mis 	1 	50 	50 	21.6 	21 	0.0 	0.00 	0 	0
401. 	Nebraska 	nanohub 	8 	176 	-138 	43.0 	3 	0.0 	0.00 	0 	0
402. 	Nebraska 	nova 	8 	88 	-235 	351.7 	-230 	0.0 	0.00 	0 	0
403. 	Nebraska 	osg 	1 	3 	-468 	0.7 	-101 	0.0 	0.00 	0 	0
404. 	Nebraska 	osg 	8 	177 	-997 	1,710.8 	-17,566 	0.01 	-0.63 	0 	-8
405. 	Nebraska-HCC 	cms 	1 	15,918 	1,721 	154,954.2 	30,152 	0.27 	-0.17 	27 	-17
406. 	Nebraska-HCC 	cms 	2 	17,226 	-45,870 	46,208.4 	-47,665 	0.35 	0.01 	18 	1
407. 	Nebraska-HCC 	cms 	3 	137 	-1,529 	390.6 	-790 	0.39 	0.12 	13 	4
408. 	Nebraska-HCC 	cms 	4 	11,775 	-44,648 	26,334.0 	-16,423 	0.15 	-0.06 	4 	-1
409. 	Nebraska-HCC 	fermilab 	1 	1,640 	-573 	6,837.1 	549 	0.38 	-0.26 	38 	-26
410. 	Nebraska-HCC 	fermilab 	2 	914 	-2,048 	2,170.2 	-4,433 	0.25 	-0.06 	12 	-3
411. 	Nebraska-HCC 	fermilab 	3 	6 	-74 	14.2 	-59 	0.84 	0.29 	28 	10
412. 	Nebraska-HCC 	fermilab 	4 	762 	-1,786 	1,946.3 	-3,453 	0.39 	-0.03 	10 	0
413. 	Nebraska-HCC 	fermilab 	8 	633 	-428 	1,341.0 	-945 	3.68 	-0.13 	46 	-2
414. 	Nebraska-HCC 	fermilab 	16 	13 	-240 	143.3 	-1,225 	8.37 	4.26 	52 	26
415. 	Nebraska-HCC 	glow 	1 	668 	-553 	18,240.7 	-47,345 	0.12 	-0.01 	12 	-1
416. 	Nebraska-HCC 	glow 	2 	872 	-1,771 	5,179.9 	-54,112 	0.09 	-0.13 	5 	-6
417. 	Nebraska-HCC 	glow 	3 	15 	-13 	254.5 	-207 	0.03 	-0.44 	1 	-15
418. 	Nebraska-HCC 	glow 	4 	1,799 	-1,480 	25,833.9 	-7,376 	0.17 	-0.01 	4 	-1
419. 	Nebraska-HCC 	glow 	8 	37 	-452 	416.8 	-1,842 	2.83 	1.55 	35 	19
420. 	Nebraska-HCC 	glow 	16 	22 	-239 	345.7 	-2,611 	2.22 	0.76 	14 	5
421. 	Nebraska-HCC 	hcc 	1 	2,470 	2,218 	60,008.2 	58,486 	0.28 	-0.04 	28 	-4
422. 	Nebraska-HCC 	hcc 	2 	5,625 	1,527 	2,701.1 	-2,908 	0.07 	-0.06 	3 	-3
423. 	Nebraska-HCC 	hcc 	3 	54 	10 	21.3 	4 	0.02 	0.00 	1 	0
424. 	Nebraska-HCC 	hcc 	4 	6,529 	3,176 	2,712.1 	1,160 	0.02 	0.01 	0 	0
425. 	Nebraska-HCC 	microboone 	1 	727 	313 	311.6 	-813 	0.03 	-0.59 	3 	-59
426. 	Nebraska-HCC 	microboone 	2 	182 	-248 	70.1 	-1,229 	0.02 	-0.41 	1 	-20
427. 	Nebraska-HCC 	microboone 	3 	1 	-19 	0.4 	-51 	0.02 	-0.50 	1 	-16
428. 	Nebraska-HCC 	microboone 	4 	228 	-155 	94.0 	-854 	0.01 	-0.43 	0 	-11
429. 	Nebraska-HCC 	microboone 	8 	0 	-237 	0 	-644 	0.0 	-2.52 	0 	-31
430. 	Nebraska-HCC 	microboone 	16 	0 	-91 	0 	-171 	0.0 	-4.23 	0 	-26
431. 	Nebraska-HCC 	nanohub 	1 	1,153 	778 	538.7 	390 	0.19 	0.08 	19 	8
432. 	Nebraska-HCC 	nanohub 	2 	835 	-16 	515.9 	-5 	0.31 	0.07 	16 	4
433. 	Nebraska-HCC 	nanohub 	3 	21 	-1 	8.5 	-1 	0.11 	-0.16 	4 	-5
434. 	Nebraska-HCC 	nanohub 	4 	967 	159 	623.7 	130 	0.2 	-0.12 	5 	-3
435. 	Nebraska-HCC 	nova 	1 	1,291 	-1,122 	11,718.8 	9,039 	0.55 	0.08 	55 	8
436. 	Nebraska-HCC 	nova 	2 	741 	-2,648 	1,673.4 	-4,685 	0.21 	-0.18 	11 	-8
437. 	Nebraska-HCC 	nova 	3 	5 	-93 	33.7 	-82 	0.94 	0.33 	31 	11
438. 	Nebraska-HCC 	nova 	4 	687 	-2,523 	1,787.4 	-5,617 	0.47 	0.01 	12 	1
439. 	Nebraska-HCC 	nova 	8 	0 	-13 	0 	-9 	0.0 	-2.67 	0 	-33
440. 	Nebraska-HCC 	nova 	16 	0 	-4 	0 	-1 	0.0 	-0.02 	0 	0
441. 	Nebraska-HCC 	osg 	1 	4,799 	-224 	48,910.2 	-7,101 	0.43 	0.14 	43 	14
442. 	Nebraska-HCC 	osg 	2 	2,333 	-1,630 	10,156.7 	-36,082 	0.43 	0.19 	21 	9
443. 	Nebraska-HCC 	osg 	3 	24 	-50 	8.5 	-879 	0.0 	-0.55 	0 	-18
444. 	Nebraska-HCC 	osg 	4 	1,555 	-1,587 	5,424.4 	-28,771 	0.21 	-0.22 	5 	-6
445. 	Nebraska-HCC 	osg 	8 	266 	-279 	2,676.2 	-8,038 	2.76 	1.86 	35 	24
446. 	Nebraska-HCC 	osg 	16 	39 	-167 	273.8 	-3,400 	3.54 	1.52 	22 	9
447. 	Nebraska-HCC 	osg 	32 	2 	2 	1.1 	1 	0.35 	0.35 	1 	1
448. 	OSG-Connect 	osg-connect (nr) 	1 	3,129,322 	-229,526 	1,626,021.6 	-30,163 	0.7 	-0.04 	70 	-4
449. 	OSG-Connect 	osg-connect (nr) 	4 	8 	8 	19.6 	19 	1.4 	1.40 	35 	35
450. 	OSG-Rice 	cms 	1 	7,606 	-3,721 	6,792.1 	-1,126 	0.63 	0.01 	63 	1
451. 	OSGCONNECT 	osg-connect (nr) 	1 	2,308,269 	1,206,489 	2,424,233.3 	-201,132 	0.34 	-0.11 	34 	-11
452. 	OSGCONNECT 	osg-connect (nr) 	2 	0 	-56 	0 	-33 	0.0 	-0.39 	0 	-20
453. 	OSGCONNECT 	osg-connect (nr) 	4 	39,593 	36,157 	163,557.8 	122,207 	1.25 	0.65 	31 	16
454. 	OSGCONNECT 	osg-connect (nr) 	8 	9,076 	5,137 	120,743.2 	31,539 	1.1 	-0.01 	14 	0
455. 	OUHEP_OSG 	atlas 	1 	1,178 	-63 	5.1 	-155 	0.0 	0.00 	0 	0
456. 	OU_OCHEP_SWT2 	atlas 	1 	27,996 	-23,896 	289,746.1 	-174,261 	0.98 	0.00 	98 	0
457. 	OU_OSCER_ATLAS 	atlas 	1 	62,769 	-5,416 	81,751.3 	36,607 	0.57 	0.04 	57 	4
458. 	OU_OSCER_ATLAS 	atlas 	16 	22,014 	-24,233 	11,826.4 	-4,384 	6.53 	-4.37 	41 	-27
459. 	OU_OSCER_ATLAS 	dosar 	1 	146,570 	-218,880 	634,702.2 	266,432 	0.94 	0.11 	94 	11
460. 	OU_OSCER_ATLAS 	dosar 	2 	3 	-388 	0 	-26 	0.0 	-0.78 	0 	-39
461. 	OU_OSCER_ATLAS 	dosar 	3 	2 	2 	1.0 	1 	1.54 	1.54 	51 	51
462. 	OU_OSCER_ATLAS 	dosar 	4 	103 	-46 	35.9 	-356 	2.95 	1.11 	74 	28
463. 	OU_OSCER_ATLAS 	dosar 	5 	3 	2 	4.6 	-32 	1.0 	-4.00 	20 	-80
464. 	OU_OSCER_ATLAS 	dosar 	8 	176 	92 	703.1 	493 	6.55 	-0.89 	82 	-11
465. 	OU_OSCER_ATLAS 	dosar 	10 	244 	214 	54.6 	12 	1.83 	-8.12 	18 	-81
466. 	OU_OSCER_ATLAS 	dosar 	11 	28 	28 	33.9 	33 	4.31 	4.31 	39 	39
467. 	OU_OSCER_ATLAS 	dosar 	12 	8 	-47 	7.7 	-98 	2.67 	-1.93 	22 	-16
468. 	OU_OSCER_ATLAS 	dosar 	16 	6,403 	-3,575 	1,219.2 	-2,081 	11.17 	-0.75 	70 	-4
469. 	OU_OSCER_ATLAS 	dosar 	20 	33,028 	-18,642 	14,845.6 	-2,859 	3.5 	-1.04 	18 	-5
470. 	OU_OSCER_ATLAS 	dosar 	23 	9 	1 	0.9 	0 	0.0 	-0.01 	0 	0
471. 	OU_OSCER_ATLAS 	dosar 	24 	16,852 	10,188 	10,486.3 	4,779 	10.17 	1.00 	42 	4
472. 	OU_OSCER_ATLAS 	dosar 	27 	1 	1 	0.1 	0 	0.08 	0.08 	0 	0
473. 	OU_OSCER_ATLAS 	dosar 	32 	85 	18 	1,961.0 	645 	15.65 	-0.62 	49 	-2
474. 	OU_OSCER_ATLAS 	dosar 	36 	106 	-88 	32.1 	-3,391 	29.31 	15.08 	81 	41
475. 	OU_OSCER_ATLAS 	dosar 	40 	494 	-211 	1,860.6 	-935 	5.5 	0.26 	14 	1
476. 	OU_OSCER_ATLAS 	dosar 	44 	103 	66 	17.4 	-7 	31.94 	28.57 	73 	65
477. 	OU_OSCER_ATLAS 	dosar 	48 	3,330 	1,434 	1,028.4 	-707 	31.9 	1.65 	66 	3
478. 	OU_OSCER_ATLAS 	dosar 	50 	7 	7 	0.7 	0 	34.4 	34.40 	69 	69
479. 	OU_OSCER_ATLAS 	dosar 	60 	64 	-56 	780.5 	195 	31.0 	-7.02 	52 	-11
480. 	OU_OSCER_ATLAS 	dosar 	64 	13 	11 	423.8 	423 	3.28 	1.22 	5 	2
481. 	OU_OSCER_ATLAS 	dosar 	72 	124 	-16 	1,518.8 	370 	59.02 	-6.06 	82 	-8
482. 	OU_OSCER_ATLAS 	dosar 	80 	109 	-169 	81.3 	-249 	44.49 	11.99 	56 	15
483. 	OU_OSCER_ATLAS 	dosar 	90 	0 	-1 	0 	-5 	0.0 	-89.35 	0 	-99
484. 	OU_OSCER_ATLAS 	dosar 	95 	4 	-6 	267.8 	87 	94.92 	0.26 	100 	0
485. 	OU_OSCER_ATLAS 	dosar 	96 	998 	628 	373.3 	-272 	55.4 	-15.17 	58 	-16
486. 	OU_OSCER_ATLAS 	dosar 	100 	84 	-2,958 	221.4 	-802 	78.9 	9.40 	79 	10
487. 	OU_OSCER_ATLAS 	dosar 	115 	4 	4 	0 	0 	0.05 	0.05 	0 	0
488. 	OU_OSCER_ATLAS 	dosar 	120 	84 	52 	223.8 	176 	116.51 	5.70 	97 	5
489. 	OU_OSCER_ATLAS 	dosar 	128 	4 	-11 	287.4 	-270 	18.9 	-91.45 	15 	-71
490. 	OU_OSCER_ATLAS 	dosar 	140 	207 	203 	343.0 	341 	127.62 	3.47 	91 	2
491. 	OU_OSCER_ATLAS 	dosar 	144 	11 	-18 	111.1 	-329 	21.0 	13.27 	15 	10
492. 	OU_OSCER_ATLAS 	dosar 	160 	17 	10 	2.4 	1 	67.38 	-31.54 	42 	-20
493. 	OU_OSCER_ATLAS 	dosar 	168 	29 	23 	35.6 	23 	126.91 	-39.91 	76 	-23
494. 	OU_OSCER_ATLAS 	dosar 	180 	4 	4 	46.4 	46 	154.34 	154.34 	86 	86
495. 	OU_OSCER_ATLAS 	dosar 	192 	20 	16 	10.1 	8 	125.34 	-53.01 	65 	-28
496. 	OU_OSCER_ATLAS 	dosar 	200 	14 	-38 	151.5 	80 	15.75 	-101.15 	8 	-50
497. 	OU_OSCER_ATLAS 	dosar 	216 	1 	-5 	1.8 	-446 	179.49 	-33.27 	83 	-15
498. 	OU_OSCER_ATLAS 	dosar 	220 	0 	-4 	0 	0 	0.0 	-144.50 	0 	-66
499. 	OU_OSCER_ATLAS 	dosar 	225 	0 	-13 	0 	-13 	0.0 	-77.47 	0 	-34
500. 	OU_OSCER_ATLAS 	dosar 	240 	25 	-22 	12.7 	-75 	236.66 	115.33 	99 	48
501. 	OU_OSCER_ATLAS 	dosar 	252 	0 	-2 	0 	0 	0.0 	-0.04 	0 	0
502. 	OU_OSCER_ATLAS 	dosar 	260 	111 	88 	213.1 	179 	229.96 	-5.89 	88 	-3
503. 	OU_OSCER_ATLAS 	dosar 	264 	1 	1 	0.1 	0 	0.0 	0.00 	0 	0
504. 	OU_OSCER_ATLAS 	dosar 	288 	0 	-2 	0 	0 	0.0 	-0.04 	0 	0
505. 	OU_OSCER_ATLAS 	dosar 	300 	15 	14 	1.7 	1 	242.67 	-47.90 	81 	-16
506. 	OU_OSCER_ATLAS 	dosar 	312 	1 	1 	0.8 	0 	309.64 	309.64 	99 	99
507. 	OU_OSCER_ATLAS 	dosar 	320 	706 	-514 	178.2 	-79 	257.29 	-12.93 	80 	-4
508. 	OU_OSCER_ATLAS 	dosar 	340 	3 	-6 	7.3 	-8 	316.49 	19.38 	93 	6
509. 	OU_OSCER_ATLAS 	dosar 	400 	20 	-4 	45.7 	-69 	309.37 	117.35 	77 	29
510. 	OU_OSCER_ATLAS 	dosar 	408 	1 	1 	0 	0 	0.02 	0.02 	0 	0
511. 	OU_OSCER_ATLAS 	dosar 	440 	20 	11 	108.4 	55 	206.34 	-213.19 	47 	-48
512. 	OU_OSCER_ATLAS 	dosar 	480 	0 	-12 	0 	-75 	0.0 	-314.89 	0 	-66
513. 	OU_OSCER_ATLAS 	dosar 	520 	1 	1 	1.5 	1 	0.0 	0.00 	0 	0
514. 	OU_OSCER_ATLAS 	dosar 	600 	24 	-2 	424.3 	128 	105.97 	-240.23 	18 	-40
515. 	OU_OSCER_ATLAS 	dosar 	640 	25 	24 	100.2 	96 	635.27 	-0.06 	99 	0
516. 	OU_OSCER_ATLAS 	dosar 	800 	0 	-5 	0 	-22 	0.0 	-721.14 	0 	-90
517. 	OU_OSCER_ATLAS 	dosar 	860 	10 	-13 	95.2 	10 	262.62 	-35.53 	31 	-4
518. 	OU_OSCER_ATLAS 	dosar 	1000 	0 	-2 	0 	-17 	0.0 	-993.32 	0 	-99
519. 	OU_OSCER_ATLAS 	dosar 	1152 	55 	55 	58.7 	58 	895.05 	895.05 	78 	78
520. 	Purdue-Carter 	cms 	1 	13,090 	3,119 	328.1 	63 	0.13 	-0.02 	13 	-2
521. 	Purdue-Carter 	cms 	8 	62,789 	-529 	157,755.7 	-19,092 	4.94 	0.05 	62 	1
522. 	Purdue-Hadoop-CE 	atlas 	1 	9,477 	7,399 	4,337.2 	4,031 	0.35 	-0.01 	35 	-1
523. 	Purdue-Hadoop-CE 	cms 	1 	19,898 	4,923 	40,838.8 	-12,613 	0.74 	0.00 	74 	0
524. 	Purdue-Hadoop-CE 	hcc 	1 	1,841 	1,610 	9,013.4 	7,308 	0.45 	0.01 	45 	1
525. 	Purdue-Hadoop-CE 	nanohub 	1 	2,156 	1,773 	736.5 	593 	0.09 	0.04 	9 	4
526. 	Purdue-Hadoop-CE 	osg 	1 	4,104 	3,754 	26,864.3 	24,248 	0.72 	-0.17 	72 	-17
527. 	Purdue-Hadoop-CE 	sbgrid 	1 	694 	689 	2,292.2 	2,237 	0.67 	-0.13 	67 	-13
528. 	Purdue-Hadoop-HT-PBS-CE 	cms 	1 	27,064 	-6,394 	627.1 	-187 	0.43 	-0.08 	43 	-8
529. 	Purdue-Hadoop-HTCE 	cms 	1 	17,597 	3,406 	35,148.6 	-15,611 	0.76 	0.00 	76 	0
530. 	Purdue-Hammer-CE 	cms 	1 	12,638 	-3,438 	327.0 	-50 	0.1 	-0.03 	10 	-3
531. 	Purdue-Hammer-CE 	cms 	10 	22,580 	197 	236,417.4 	-87,313 	5.06 	-0.38 	51 	-3
532. 	Purdue-Rice 	cms 	1 	1 	1 	0 	0 	0.0 	0.00 	0 	0
533. 	Purdue-Rice 	cms 	8 	9,846 	-15,742 	349.6 	-10,443 	0.63 	-2.53 	8 	-31
534. 	Purdue-Rice 	cms 	10 	36,282 	36,282 	45,588.9 	45,588 	4.37 	4.37 	44 	44
535. 	SBGrid-Glidein 	sbgrid 	1 	545,013 	209,428 	74,447.1 	9,161 	0.86 	-0.02 	86 	-2
536. 	SPRACE 	cms 	1 	24,423 	-30,799 	176,255.6 	-227,225 	0.61 	-0.04 	61 	-4
537. 	SPRACE 	glow 	1 	2,673 	1,981 	15,347.4 	3,940 	0.24 	0.16 	24 	16
538. 	SPRACE 	gluex 	1 	0 	-22 	0 	-10 	0.0 	-0.05 	0 	-5
539. 	SPRACE 	hcc 	1 	10,862 	2,109 	5,088.3 	-2,934 	0.04 	0.03 	4 	3
540. 	SPRACE 	ilc 	1 	12 	-20 	1.4 	-2 	0.0 	0.00 	0 	0
541. 	SPRACE 	nanohub 	1 	3,531 	-699 	2,206.0 	-658 	0.27 	0.01 	27 	1
542. 	SPRACE 	osg 	1 	725 	322 	19,702.0 	7,938 	0.3 	0.17 	30 	17
543. 	SPRACE 	sbgrid 	1 	636 	97 	2,380.3 	194 	0.45 	0.08 	45 	8
544. 	SPTConnect 	spt-connect (nr) 	1 	46,922 	-183,283 	10,123.1 	-151,896 	0.77 	0.57 	77 	57
545. 	SPTConnect 	spt-connect (nr) 	12 	636 	425 	61.0 	39 	0.86 	0.03 	7 	0
546. 	SU-OG-CE 	cms 	1 	3,097 	-3,815 	14,720.6 	-91,278 	0.94 	0.04 	94 	4
547. 	SU-OG-CE 	fermilab 	1 	39,499 	-26,447 	156,517.7 	-40,530 	0.67 	0.02 	67 	2
548. 	SU-OG-CE 	glow 	1 	122,847 	63,200 	423,864.6 	-72,532 	0.73 	-0.01 	73 	-1
549. 	SU-OG-CE 	gluex 	1 	0 	-46 	0 	-16 	0.0 	-0.07 	0 	-7
550. 	SU-OG-CE 	hcc 	1 	13,127 	-3,857 	151,239.7 	-84,574 	0.46 	0.25 	46 	25
551. 	SU-OG-CE 	nova 	1 	0 	-110 	0 	-44 	0.0 	-0.29 	0 	-29
552. 	SU-OG-CE 	osg 	1 	132,520 	-7,316 	1,133,005.1 	7,605 	0.68 	-0.02 	68 	-2
553. 	SU-OG-CE 	sbgrid 	1 	4,631 	1,336 	11,017.9 	-9,030 	0.63 	-0.08 	63 	-8
554. 	SU-OG-CE1 	cms 	1 	3,869 	-3,282 	17,000.0 	-102,235 	0.89 	-0.05 	89 	-5
