09/17/14 19:14:33 ******************************************************
09/17/14 19:14:33 ** condor_gridmanager (CONDOR_GRIDMANAGER) STARTING UP
09/17/14 19:14:33 ** /usr/sbin/condor_gridmanager
09/17/14 19:14:33 ** SubsystemInfo: name=GRIDMANAGER type=DAEMON(12) class=DAEMON(1)
09/17/14 19:14:33 ** Configuration: subsystem:GRIDMANAGER local:<NONE> class:DAEMON
09/17/14 19:14:33 ** $CondorVersion: 8.0.6 Mar 25 2014 $
09/17/14 19:14:33 ** $CondorPlatform: X86_64-CentOS_5.10 $
09/17/14 19:14:33 ** PID = 18273
09/17/14 19:14:33 ** Log last touched 9/12 07:50:44
09/17/14 19:14:33 ******************************************************
09/17/14 19:14:33 Using config source: /etc/condor/condor_config
09/17/14 19:14:33 Using local config sources: 
09/17/14 19:14:33    /etc/condor/config.d/00personal_condor.config
09/17/14 19:14:33    /etc/condor/config.d/99_gratia.conf
09/17/14 19:14:33    /etc/condor/config.d/ce.conf
09/17/14 19:14:33    /etc/condor/config.d/osg-condor-event-publisher-simple.conf
09/17/14 19:14:33 Daemon Log is logging: D_ALWAYS D_ERROR
09/17/14 19:14:33 DaemonCore: command socket at <129.79.53.31:41627>
09/17/14 19:14:33 DaemonCore: private command socket at <129.79.53.31:41627>
09/17/14 19:14:36 [18273] Found job 1464.0 --- inserting
09/17/14 19:14:36 [18273] gahp server not up yet, delaying ping
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:25:54 [13205] SECMAN: negotiating security for command 1112.
09/18/14 20:25:54 [13205] SECMAN: sending DC_AUTHENTICATE command
09/18/14 20:25:54 [13205] SECMAN: sending following classad:
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
ServerCommandSock = "<129.79.53.31:32928>"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:25:54 [13205] SECMAN: resume, other side is $CondorVersion: 8.0.6 Mar 25 2014 $, NOT reauthenticating.
09/18/14 20:25:54 [13205] Getting authenticated user from cached session: unauthenticated@unmapped
09/18/14 20:25:54 [13205] SECMAN: startCommand succeeded.
09/18/14 20:25:54 [13205] Authorizing server 'unauthenticated@unmapped/129.79.53.31'.
09/18/14 20:25:54 [13205] querying for renewed leases
09/18/14 20:25:54 [13205] querying for removed/held jobs
09/18/14 20:25:54 [13205] Using constraint ((Owner=?="echism"&&JobUniverse==9)) && ((Managed =!= "ScheddDone")) && (JobStatus == 3 || JobStatus == 4 || (JobStatus == 5 && Managed =?= "External"))
09/18/14 20:25:54 [13205] Fetched 0 job ads from schedd
09/18/14 20:25:54 [13205] leaving doContactSchedd()
09/18/14 20:25:57 [13205] GAHP[13208] <- 'RESULTS'
09/18/14 20:25:57 [13205] GAHP[13208] -> 'S' '0'
09/18/14 20:25:59 [13205] Evaluating staleness of remote job statuses.
09/18/14 20:26:54 [13205] Received CHECK_LEASES signal
09/18/14 20:26:54 [13205] in doContactSchedd()
09/18/14 20:26:54 [13205] SECMAN: command 1112 QMGMT_WRITE_CMD to schedd at <129.79.53.31:41328> from TCP port 53541 (blocking).
09/18/14 20:26:54 [13205] SECMAN: using session ce:5175:1411070577:8 for {<129.79.53.31:41328>,<1112>}.
09/18/14 20:26:54 [13205] SECMAN: found cached session id ce:5175:1411070577:8 for {<129.79.53.31:41328>,<1112>}.
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:26:54 [13205] SECMAN: Security Policy:
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:26:54 [13205] SECMAN: negotiating security for command 1112.
09/18/14 20:26:54 [13205] SECMAN: sending DC_AUTHENTICATE command
09/18/14 20:26:54 [13205] SECMAN: sending following classad:
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
ServerCommandSock = "<129.79.53.31:32928>"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:26:54 [13205] SECMAN: resume, other side is $CondorVersion: 8.0.6 Mar 25 2014 $, NOT reauthenticating.
09/18/14 20:26:54 [13205] Getting authenticated user from cached session: unauthenticated@unmapped
09/18/14 20:26:54 [13205] SECMAN: startCommand succeeded.
09/18/14 20:26:54 [13205] Authorizing server 'unauthenticated@unmapped/129.79.53.31'.
09/18/14 20:26:54 [13205] querying for renewed leases
09/18/14 20:26:54 [13205] querying for removed/held jobs
09/18/14 20:26:54 [13205] Using constraint ((Owner=?="echism"&&JobUniverse==9)) && ((Managed =!= "ScheddDone")) && (JobStatus == 3 || JobStatus == 4 || (JobStatus == 5 && Managed =?= "External"))
09/18/14 20:26:54 [13205] Fetched 0 job ads from schedd
09/18/14 20:26:54 [13205] leaving doContactSchedd()
09/18/14 20:26:57 [13205] GAHP[13208] <- 'RESULTS'
09/18/14 20:26:57 [13205] GAHP[13208] -> 'S' '0'
09/18/14 20:26:59 [13205] Evaluating staleness of remote job statuses.
09/18/14 20:27:54 [13205] Evaluating periodic job policy expressions.
09/18/14 20:27:54 [13205] Received CHECK_LEASES signal
09/18/14 20:27:54 [13205] in doContactSchedd()
09/18/14 20:27:54 [13205] SECMAN: command 1112 QMGMT_WRITE_CMD to schedd at <129.79.53.31:41328> from TCP port 46993 (blocking).
09/18/14 20:27:54 [13205] SECMAN: using session ce:5175:1411070577:8 for {<129.79.53.31:41328>,<1112>}.
09/18/14 20:27:54 [13205] SECMAN: found cached session id ce:5175:1411070577:8 for {<129.79.53.31:41328>,<1112>}.
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:27:54 [13205] SECMAN: Security Policy:
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:27:54 [13205] SECMAN: negotiating security for command 1112.
09/18/14 20:27:54 [13205] SECMAN: sending DC_AUTHENTICATE command
09/18/14 20:27:54 [13205] SECMAN: sending following classad:
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
ServerCommandSock = "<129.79.53.31:32928>"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:27:54 [13205] SECMAN: resume, other side is $CondorVersion: 8.0.6 Mar 25 2014 $, NOT reauthenticating.
09/18/14 20:27:54 [13205] Getting authenticated user from cached session: unauthenticated@unmapped
09/18/14 20:27:54 [13205] SECMAN: startCommand succeeded.
09/18/14 20:27:54 [13205] Authorizing server 'unauthenticated@unmapped/129.79.53.31'.
09/18/14 20:27:54 [13205] querying for renewed leases
09/18/14 20:27:54 [13205] querying for removed/held jobs
09/18/14 20:27:54 [13205] Using constraint ((Owner=?="echism"&&JobUniverse==9)) && ((Managed =!= "ScheddDone")) && (JobStatus == 3 || JobStatus == 4 || (JobStatus == 5 && Managed =?= "External"))
09/18/14 20:27:54 [13205] Fetched 0 job ads from schedd
09/18/14 20:27:54 [13205] leaving doContactSchedd()
09/18/14 20:27:57 [13205] BaseResource::UpdateResource: 
IdleJobs = 1
RestartJobmanagerLimit = 5
CondorPlatform = "$CondorPlatform: X86_64-CentOS_5.10 $"
x509userproxysubject = "/DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Elizabeth Prout"
Owner = "echism"
SubmitJobmanagersWanted = 0
MyType = "Grid"
CondorVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
JobLimit = 1000
RunningJobs = 0
MyAddress = "<129.79.53.31:32928>"
CurrentTime = time()
RestartJobmanagersAllowed = 0
NumJobs = 1
SubmitsAllowed = 1
SubmitJobmanagersAllowed = 1
MyCurrentTime = 1411072077
SubmitJobmanagerLimit = 5
ScheddName = "ce.grid.iu.edu"
RestartJobmanagersWanted = 0
HashName = "gt2 valiant.phys.vt.edu:2119#/DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Elizabeth Prout"
ScheddIpAddr = "<129.79.53.31:41328>"
SubmitsWanted = 0
Name = "gt2 valiant.phys.vt.edu:2119"
x509UserProxyFQAN = "/DC=com/DC=DigiCert-Grid/O=Open Science Grid/OU=People/CN=Elizabeth Prout"
Machine = "ce.grid.iu.edu"

09/18/14 20:27:57 [13205] Trying to update collector <129.79.53.31:9618>
09/18/14 20:27:57 [13205] Attempting to send update via UDP to collector ce.grid.iu.edu <129.79.53.31:9618>
09/18/14 20:27:57 [13205] SECMAN: command 70 UPDATE_GRID_AD to collector ce.grid.iu.edu from UDP port 43299 (non-blocking).
09/18/14 20:27:57 [13205] SECMAN: using session ce:5168:1411070579:5852 for {<129.79.53.31:9618>,<70>}.
09/18/14 20:27:57 [13205] SECMAN: found cached session id ce:5168:1411070579:5852 for {<129.79.53.31:9618>,<70>}.
AuthMethods = "FS"
Command = 60010
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5168:1411070579:5852"
ValidCommands = "4,17,21,42,44,45,47,55,57,58,59,61,63,64,66,67,70,72,60000,60008,60017,60026,60004,60012,60021,5,6,7,9,12,20,43,46,48,50,56,62,65,68,71,74,60007,60020,457"
Authentication = "NO"
Enact = "YES"
Subsystem = "GRIDMANAGER"
AuthCommand = 70
UseSession = "YES"
MyRemoteUserName = "unauthenticated@unmapped"
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES,BLOWFISH"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:27:57 [13205] SECMAN: Security Policy:
AuthMethods = "FS"
Command = 60010
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5168:1411070579:5852"
ValidCommands = "4,17,21,42,44,45,47,55,57,58,59,61,63,64,66,67,70,72,60000,60008,60017,60026,60004,60012,60021,5,6,7,9,12,20,43,46,48,50,56,62,65,68,71,74,60007,60020,457"
Authentication = "NO"
Enact = "YES"
Subsystem = "GRIDMANAGER"
AuthCommand = 70
UseSession = "YES"
MyRemoteUserName = "unauthenticated@unmapped"
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES,BLOWFISH"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:27:57 [13205] SECMAN: negotiating security for command 70.
09/18/14 20:27:57 [13205] SECMAN: UDP, m_have_session == 1
09/18/14 20:27:57 [13205] SECMAN: UDP has session ce:5168:1411070579:5852.
09/18/14 20:27:57 [13205] SECMAN: sending DC_AUTHENTICATE command
09/18/14 20:27:57 [13205] SECMAN: sending following classad:
AuthMethods = "FS"
Command = 70
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5168:1411070579:5852"
ValidCommands = "4,17,21,42,44,45,47,55,57,58,59,61,63,64,66,67,70,72,60000,60008,60017,60026,60004,60012,60021,5,6,7,9,12,20,43,46,48,50,56,62,65,68,71,74,60007,60020,457"
Authentication = "NO"
Enact = "YES"
Subsystem = "GRIDMANAGER"
AuthCommand = 70
UseSession = "YES"
MyRemoteUserName = "unauthenticated@unmapped"
ServerCommandSock = "<129.79.53.31:32928>"
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES,BLOWFISH"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:27:57 [13205] Getting authenticated user from cached session: unauthenticated@unmapped
09/18/14 20:27:57 [13205] SECMAN: startCommand succeeded.
09/18/14 20:27:57 [13205] Authorizing server 'unauthenticated@unmapped/129.79.53.31'.
09/18/14 20:27:57 [13205] GAHP[13208] <- 'RESULTS'
09/18/14 20:27:57 [13205] GAHP[13208] -> 'S' '0'
09/18/14 20:27:59 [13205] Evaluating staleness of remote job statuses.
09/18/14 20:28:16 [13205] (1465.0) doEvaluateState called: gmState GM_SUBMITTED, globusState 1
09/18/14 20:28:16 [13205] (1465.0) gm state change: GM_SUBMITTED -> GM_PROBE_JOBMANAGER
09/18/14 20:28:16 [13205] GAHP[13208] <- 'GRAM_JOB_STATUS 11 https://valiant.phys.vt.edu:49821/16434037734906241746/6516000576698065026/'
09/18/14 20:28:16 [13205] GAHP[13208] -> 'S'
09/18/14 20:28:16 [13205] GAHP[13208] <- 'RESULTS'
09/18/14 20:28:16 [13205] GAHP[13208] -> 'R'
09/18/14 20:28:16 [13205] GAHP[13208] -> 'S' '1'
09/18/14 20:28:16 [13205] GAHP[13208] -> '11' '0' '0' '1'
09/18/14 20:28:16 [13205] (1465.0) doEvaluateState called: gmState GM_PROBE_JOBMANAGER, globusState 1
09/18/14 20:28:16 [13205] (1465.0) gm state change: GM_PROBE_JOBMANAGER -> GM_SUBMITTED
09/18/14 20:28:16 [13205] in doContactSchedd()
09/18/14 20:28:16 [13205] SECMAN: command 1112 QMGMT_WRITE_CMD to schedd at <129.79.53.31:41328> from TCP port 55912 (blocking).
09/18/14 20:28:16 [13205] SECMAN: using session ce:5175:1411070577:8 for {<129.79.53.31:41328>,<1112>}.
09/18/14 20:28:16 [13205] SECMAN: found cached session id ce:5175:1411070577:8 for {<129.79.53.31:41328>,<1112>}.
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:28:16 [13205] SECMAN: Security Policy:
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:28:16 [13205] SECMAN: negotiating security for command 1112.
09/18/14 20:28:16 [13205] SECMAN: sending DC_AUTHENTICATE command
09/18/14 20:28:16 [13205] SECMAN: sending following classad:
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
ServerCommandSock = "<129.79.53.31:32928>"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:28:16 [13205] SECMAN: resume, other side is $CondorVersion: 8.0.6 Mar 25 2014 $, NOT reauthenticating.
09/18/14 20:28:16 [13205] Getting authenticated user from cached session: unauthenticated@unmapped
09/18/14 20:28:16 [13205] SECMAN: startCommand succeeded.
09/18/14 20:28:16 [13205] Authorizing server 'unauthenticated@unmapped/129.79.53.31'.
09/18/14 20:28:16 [13205] querying for removed/held jobs
09/18/14 20:28:16 [13205] Using constraint ((Owner=?="echism"&&JobUniverse==9)) && ((Managed =!= "ScheddDone")) && (JobStatus == 3 || JobStatus == 4 || (JobStatus == 5 && Managed =?= "External"))
09/18/14 20:28:16 [13205] Fetched 0 job ads from schedd
09/18/14 20:28:16 [13205] Updating classad values for 1465.0:
09/18/14 20:28:16 [13205]    LastRemoteStatusUpdate = 1411072096
09/18/14 20:28:16 [13205] leaving doContactSchedd()
09/18/14 20:28:54 [13205] Received CHECK_LEASES signal
09/18/14 20:28:54 [13205] in doContactSchedd()
09/18/14 20:28:54 [13205] SECMAN: command 1112 QMGMT_WRITE_CMD to schedd at <129.79.53.31:41328> from TCP port 54862 (blocking).
09/18/14 20:28:54 [13205] SECMAN: using session ce:5175:1411070577:8 for {<129.79.53.31:41328>,<1112>}.
09/18/14 20:28:54 [13205] SECMAN: found cached session id ce:5175:1411070577:8 for {<129.79.53.31:41328>,<1112>}.
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:28:54 [13205] SECMAN: Security Policy:
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:28:54 [13205] SECMAN: negotiating security for command 1112.
09/18/14 20:28:54 [13205] SECMAN: sending DC_AUTHENTICATE command
09/18/14 20:28:54 [13205] SECMAN: sending following classad:
AuthMethods = "FS"
Command = 1112
SessionDuration = "86400"
AuthMethodsList = "FS,KERBEROS,GSI"
Sid = "ce:5175:1411070577:8"
ValidCommands = "511,74000,60004,60012,60021,1112,421,464,478,480,481,486,487,488,489,499,502,507,509,6,12,60007,1111,60020,441,443,457,471"
Authentication = "YES"
Enact = "YES"
Subsystem = "GRIDMANAGER"
UseSession = "YES"
MyRemoteUserName = "condor@grid.iu.edu"
ServerCommandSock = "<129.79.53.31:32928>"
TriedAuthentication = true
Integrity = "NO"
RemoteVersion = "$CondorVersion: 8.0.6 Mar 25 2014 $"
CryptoMethods = "3DES"
OutgoingNegotiation = "PREFERRED"
User = "unauthenticated@unmapped"
Encryption = "NO"
CurrentTime = time()
SessionLease = 3600
09/18/14 20:28:54 [13205] SECMAN: resume, other side is $CondorVersion: 8.0.6 Mar 25 2014 $, NOT reauthenticating.
09/18/14 20:28:54 [13205] Getting authenticated user from cached session: unauthenticated@unmapped
09/18/14 20:28:54 [13205] SECMAN: startCommand succeeded.
09/18/14 20:28:54 [13205] Authorizing server 'unauthenticated@unmapped/129.79.53.31'.
09/18/14 20:28:54 [13205] querying for renewed leases
09/18/14 20:28:54 [13205] querying for removed/held jobs
09/18/14 20:28:54 [13205] Using constraint ((Owner=?="echism"&&JobUniverse==9)) && ((Managed =!= "ScheddDone")) && (JobStatus == 3 || JobStatus == 4 || (JobStatus == 5 && Managed =?= "External"))
